AS Description;Country Code;State;City;Postalcode;Coreg Path;Male/Female;Source;Subid;Age;IP Numerized;Latitude (generated);Longitude (generated);Source + Sub Id;State + City;Hour;Day;Week;DOW;Time Category;Month_Dob;SSD Full Qual
VIASAT-SP-BACKBONE;US;NY;PAINTED POST;14870;5;0;whatifmedia-linkout;1006;51.0;1265339410;42.162;-77.0941;whatifmedia-linkout - 1006;NY - PAINTED POST;3;23;21;Thursday;0 - 6;10;0
CHARTER-20115;US;GA;CARROLLTON;30117;1072;0;shift44-linkout;1072;50.0;1119790779;33.5801;-85.0766;shift44-linkout - 1072;GA - CARROLLTON;3;23;21;Thursday;0 - 6;4;0
CELLCO-PART;US;GA;CHICKAMAUGA;30707;368;0;shift44-linkout;1138_Dupe;56.0;2934657631;34.8711;-85.2902;shift44-linkout - 1138_Dupe;GA - CHICKAMAUGA;3;23;21;Thursday;0 - 6;4;0
ATT-INTERNET4;US;MA;ALLSTON;2134;3;0;whatifmedia-linkout;1006;55.0;2797999450;42.3554;-71.1321;whatifmedia-linkout - 1006;MA - ALLSTON;3;23;21;Thursday;0 - 6;11;0
CELLCO-PART;US;IL;CREVE COEUR;61610;24;0;whatifmedia-linkout;1786;55.0;2932383310;40.6473;-89.5912;whatifmedia-linkout - 1786;IL - CREVE COEUR;3;23;21;Thursday;0 - 6;9;1
T-MOBILE-AS21928;US;GA;MACON;31206;FoundCashNow;0;zeetolinkout-multioffer;Digipropz, LLC;61.0;2889367712;32.8407;-83.6324;zeetolinkout-multioffer - Digipropz, LLC;GA - MACON;3;23;21;Thursday;0 - 6;11;0
ATT-INTERNET4;US;OR;Unknown;98402;195;0;whatifmedia-linkout;1705;57.0;1802829703;36.6309;-82.65;whatifmedia-linkout - 1705;OR - Unknown;3;23;21;Thursday;0 - 6;5;1
COMCAST-7922;US;FL;BOCA RATON;33432;872;1;shift44-linkout;1200;54.0;1284076008;26.3587;-80.0831;shift44-linkout - 1200;FL - BOCA RATON;3;23;21;Thursday;0 - 6;2;0
USCC-ASN;US;NE;COLUMBUS;68601;20;1;shift44-linkout;751_Dupe;52.0;2796901029;41.4296;-97.3684;shift44-linkout - 751_Dupe;NE - COLUMBUS;3;23;21;Thursday;0 - 6;12;0
SKYRUNNER-INC;US;NC;ASHEVILLE;28801;44;0;whatifmedia-linkout;1628;60.0;3349727243;35.6009;-82.554;whatifmedia-linkout - 1628;NC - ASHEVILLE;3;23;21;Thursday;0 - 6;3;0
COMCAST-7922;US;GA;DAWSONVILLE;30534;1072;1;shift44-linkout;1072_Dupe;57.0;1284622375;34.4212;-84.1191;shift44-linkout - 1072_Dupe;GA - DAWSONVILLE;3;23;21;Thursday;0 - 6;3;0
CHARTER-20115;US;TN;KINGSPORT;37660;387;0;shift44-linkout;50;57.0;413030730;36.5484;-82.5618;shift44-linkout - 50;TN - KINGSPORT;3;23;21;Thursday;0 - 6;6;0
T-MOBILE-AS21928;US;OK;PAULS VALLEY;73075;872;0;shift44-linkout;1141;53.0;2889578499;34.7401;-97.2222;shift44-linkout - 1141;OK - PAULS VALLEY;3;23;21;Thursday;0 - 6;7;0
TWC-10796-MIDWEST;US;WI;RACINE;53403;872;0;shift44-linkout;544;55.0;3090657198;42.7261;-87.7825;shift44-linkout - 544;WI - RACINE;3;23;21;Thursday;0 - 6;11;0
CELLCO-PART;US;NY;SOUTH OZONE PARK;11420;19;1;whatifmedia-linkout;1790;54.0;2933455882;40.6701;-73.819;whatifmedia-linkout - 1790;NY - SOUTH OZONE PARK;2;23;21;Thursday;0 - 6;2;0
CENTURYLINK-US-LEGACY-QWEST;US;AZ;SCOTTSDALE;85250;368;0;shift44-linkout;693_Dupe;56.0;2920355163;33.5091;-111.8992;shift44-linkout - 693_Dupe;AZ - SCOTTSDALE;2;23;21;Thursday;0 - 6;4;0
BHN-33363;US;FL;CASSELBERRY;32707;368;0;shift44-linkout;1166;62.0;3092876506;28.6715;-81.3382;shift44-linkout - 1166;FL - CASSELBERRY;2;23;21;Thursday;0 - 6;7;0
UUNET;US;NY;OSSINING;10562;593;0;shift44-linkout;488;52.0;1202168191;41.1629;-73.8615;shift44-linkout - 488;NY - OSSINING;2;23;21;Thursday;0 - 6;12;0
CENTURYLINK-US-LEGACY-QWEST;US;SD;WATERTOWN;57201;44;1;whatifmedia-linkout;1006;53.0;1067027829;44.8992;-97.1153;whatifmedia-linkout - 1006;SD - WATERTOWN;2;23;21;Thursday;0 - 6;5;0
T-MOBILE-AS21928;US;NY;BROOKLYN;11231;368;0;shift44-linkout;1090;60.0;2889540415;40.6922;-73.9902;shift44-linkout - 1090;NY - BROOKLYN;2;23;21;Thursday;0 - 6;7;0
T-MOBILE-AS21928;US;NY;NEW YORK;10022;368;0;shift44-linkout;1166_Dupe;55.0;2889540564;40.7648;-73.9808;shift44-linkout - 1166_Dupe;NY - NEW YORK;2;23;21;Thursday;0 - 6;2;0
T-MOBILE-AS21928;US;FL;WINTER SPRINGS;32708;9;1;whatifmedia-linkout;2430;62.0;2889370793;28.6987;-81.3055;whatifmedia-linkout - 2430;FL - WINTER SPRINGS;2;23;21;Thursday;0 - 6;9;0
CDELIGHTBAND;US;TN;CLARKSVILLE;37040;175;1;shift44-linkout;988;60.0;2734110440;36.5286;-87.3099;shift44-linkout - 988;TN - CLARKSVILLE;2;23;21;Thursday;0 - 6;1;0
ATT-INTERNET4;US;AL;BIRMINGHAM;35211;20;0;shift44-linkout;22_Dupe;59.0;2731319773;33.5207;-86.8024;shift44-linkout - 22_Dupe;AL - BIRMINGHAM;2;23;21;Thursday;0 - 6;6;0
ATT-INTERNET4;US;AL;PENSACOLA;36604;sweepstakesalerts;1;launchpotato-linkout;1947;59.0;206274383;36.6309;-82.65;launchpotato-linkout - 1947;AL - PENSACOLA;2;23;21;Thursday;0 - 6;10;0
CELLCO-PART;US;GA;TIFTON;31794;252;1;shift44-linkout;39;61.0;2934405771;31.4505;-83.5085;shift44-linkout - 39;GA - TIFTON;2;23;21;Thursday;0 - 6;12;0
CELLCO-PART;US;OH;XENIA;45385;368;0;shift44-linkout;39_Dupe;52.0;2931912839;39.6848;-83.9297;shift44-linkout - 39_Dupe;OH - XENIA;2;23;21;Thursday;0 - 6;7;0
ATT-INTERNET4;US;GA;CARROLLTON;30116;27;0;whatifmedia-linkout;1006;50.0;2732854438;33.5801;-85.0766;whatifmedia-linkout - 1006;GA - CARROLLTON;2;23;21;Thursday;0 - 6;1;1
CENTURYLINK-US-LEGACY-QWEST;US;AZ;GLENDALE;85311;368;0;shift44-linkout;1190;51.0;1205806111;33.539;-112.1858;shift44-linkout - 1190;AZ - GLENDALE;2;23;21;Thursday;0 - 6;5;0
T-MOBILE-AS21928;US;NC;DURHAM;27703;20;0;shift44-linkout;450_Dupe;58.0;2889604948;35.994;-78.8986;shift44-linkout - 450_Dupe;NC - DURHAM;2;23;21;Thursday;0 - 6;10;0
T-MOBILE-AS21928;US;GA;MONTICELLO;31064;96;0;shift44-linkout;962;52.0;2889369305;33.3045;-83.6841;shift44-linkout - 962;GA - MONTICELLO;2;23;21;Thursday;0 - 6;6;0
CELLCO-PART;US;OH;PORTSMOUTH;45662;252;0;shift44-linkout;1166_Dupe;51.0;2932098087;38.7317;-82.9977;shift44-linkout - 1166_Dupe;OH - PORTSMOUTH;2;23;21;Thursday;0 - 6;3;0
COMCAST-7922;US;PA;PITTSBURGH;15206;20;0;shift44-linkout;806;55.0;2931100314;40.4417;-79.9901;shift44-linkout - 806;PA - PITTSBURGH;2;23;21;Thursday;0 - 6;3;0
T-MOBILE-AS21928;US;GA;RESACA;30735;368;0;shift44-linkout;33_Dupe;52.0;2889482737;34.5804;-84.9433;shift44-linkout - 33_Dupe;GA - RESACA;2;23;21;Thursday;0 - 6;3;0
T-MOBILE-AS21928;US;AZ;BULLHEAD CITY;86442;175;1;shift44-linkout;989;56.0;2889404899;35.1478;-114.5683;shift44-linkout - 989;AZ - BULLHEAD CITY;2;23;21;Thursday;0 - 6;9;0
T-MOBILE-AS21928;US;AZ;CHANDLER;85225;368;0;shift44-linkout;1190_Dupe;50.0;2889371826;33.3067;-111.8408;shift44-linkout - 1190_Dupe;AZ - CHANDLER;2;23;21;Thursday;0 - 6;11;0
GOOGLE-FIBER;US;NC;RALEIGH;27617;1072;0;shift44-linkout;1072;62.0;2285251284;35.7804;-78.6391;shift44-linkout - 1072;NC - RALEIGH;2;23;21;Thursday;0 - 6;11;0
TWC-10796-MIDWEST;US;OH;MOUNT VERNON;43050;96;0;shift44-linkout;269_Dupe;52.0;2926162238;40.3934;-82.4857;shift44-linkout - 269_Dupe;OH - MOUNT VERNON;2;23;21;Thursday;0 - 6;5;0
COMCAST-7922;US;IL;CHICAGO;60620;368;0;shift44-linkout;1058_Dupe;55.0;1229652458;41.8756;-87.6244;shift44-linkout - 1058_Dupe;IL - CHICAGO;2;23;21;Thursday;0 - 6;5;0
COMCAST-7922;US;IL;GALESBURG;61401;5;0;whatifmedia-linkout;1799;62.0;1658291033;40.9478;-90.3712;whatifmedia-linkout - 1799;IL - GALESBURG;2;23;21;Thursday;0 - 6;9;0
T-MOBILE-AS21928;US;PA;PLYMOUTH MEETING;19462;19;0;whatifmedia-linkout;1790;56.0;2889408451;40.1023;-75.2743;whatifmedia-linkout - 1790;PA - PLYMOUTH MEETING;2;23;21;Thursday;0 - 6;7;0
MEDIACOM-ENTERPRISE-BUSINESS;US;IL;EAST MOLINE;61244;20;0;shift44-linkout;450_Dupe;62.0;2904418258;41.5009;-90.4443;shift44-linkout - 450_Dupe;IL - EAST MOLINE;2;23;21;Thursday;0 - 6;12;0
CELLCO-PART;US;MO;JEFFERSON CITY;65101;20;0;shift44-linkout;806;62.0;2935173644;38.5774;-92.1724;shift44-linkout - 806;MO - JEFFERSON CITY;2;23;21;Thursday;0 - 6;10;0
T-MOBILE-AS21928;US;FL;JACKSONVILLE;32210;387;0;shift44-linkout;997_Dupe;53.0;2889564833;30.3322;-81.6557;shift44-linkout - 997_Dupe;FL - JACKSONVILLE;2;23;21;Thursday;0 - 6;2;1
COMCAST-7922;US;IL;SPRINGFIELD;62702;20;1;shift44-linkout;806;57.0;1658066838;39.799;-89.6444;shift44-linkout - 806;IL - SPRINGFIELD;2;23;21;Thursday;0 - 6;8;0
GTMCNET;US;NE;HEBRON;68370;20;0;shift44-linkout;22_Dupe;61.0;1244890921;40.1664;-97.5859;shift44-linkout - 22_Dupe;NE - HEBRON;2;23;21;Thursday;0 - 6;3;0
ATT-INTERNET4;US;FL;PENSACOLA;32534;11;1;whatifmedia-linkout;1778;50.0;2733397752;30.4213;-87.2169;whatifmedia-linkout - 1778;FL - PENSACOLA;2;23;21;Thursday;0 - 6;9;0
T-MOBILE-AS21928;US;AZ;GLENDALE;85303;20;0;shift44-linkout;721;54.0;2889371847;33.539;-112.1858;shift44-linkout - 721;AZ - GLENDALE;2;23;21;Thursday;0 - 6;10;0
COMCAST-7922;US;OR;BEAVERTON;97006;20;0;shift44-linkout;806;52.0;1134652454;45.4872;-122.8038;shift44-linkout - 806;OR - BEAVERTON;2;23;21;Thursday;0 - 6;9;0
BHN-33363;US;FL;PALM COAST;32137;593;0;shift44-linkout;276;61.0;1804679387;29.5541;-81.2208;shift44-linkout - 276;FL - PALM COAST;2;23;21;Thursday;0 - 6;8;0
CELLCO-PART;US;AZ;TUCSON;85710;441;0;shift44-linkout;607;62.0;1272855097;32.2217;-110.9265;shift44-linkout - 607;AZ - TUCSON;2;23;21;Thursday;0 - 6;7;0
AS-PTD;US;PA;READING;19606;11;0;whatifmedia-linkout;1006;62.0;418266851;40.3353;-75.9279;whatifmedia-linkout - 1006;PA - READING;2;23;21;Thursday;0 - 6;11;0
T-MOBILE-AS21928;US;OH;CLEVELAND;44103;872;1;shift44-linkout;997;53.0;2889554070;41.5052;-81.6934;shift44-linkout - 997;OH - CLEVELAND;2;23;21;Thursday;0 - 6;8;0
AMAZON-02;US;PA;ALLENTOWN;18102;368;0;shift44-linkout;1090;59.0;2713496713;40.6022;-75.4713;shift44-linkout - 1090;PA - ALLENTOWN;2;23;21;Thursday;0 - 6;10;0
ATT-INTERNET4;US;TN;SWEETWATER;37874;252;0;shift44-linkout;1166_Dupe;58.0;2797784079;35.6015;-84.461;shift44-linkout - 1166_Dupe;TN - SWEETWATER;2;23;21;Thursday;0 - 6;3;0
BHN-33363;US;FL;DAYTONA BEACH;32119;872;1;shift44-linkout;350;54.0;2395292265;29.2108;-81.0228;shift44-linkout - 350;FL - DAYTONA BEACH;2;23;21;Thursday;0 - 6;12;0
CHARTER-20115;US;OR;LA GRANDE;97850;872;0;shift44-linkout;1170_Dupe;58.0;790366622;45.3246;-118.0879;shift44-linkout - 1170_Dupe;OR - LA GRANDE;2;23;21;Thursday;0 - 6;4;0
BHN-33363;US;FL;WINTER HAVEN;33880;593;0;shift44-linkout;775;54.0;1634382576;28.0222;-81.7329;shift44-linkout - 775;FL - WINTER HAVEN;2;23;21;Thursday;0 - 6;6;0
T-MOBILE-AS21928;US;GA;ATLANTA;30301;175;0;shift44-linkout;913_Dupe;53.0;2889570714;33.7491;-84.3902;shift44-linkout - 913_Dupe;GA - ATLANTA;2;23;21;Thursday;0 - 6;5;0
T-MOBILE-AS21928;US;MD;BALTIMORE;21205;368;0;shift44-linkout;1142;58.0;2889545023;39.2909;-76.6108;shift44-linkout - 1142;MD - BALTIMORE;2;23;21;Thursday;0 - 6;6;0
ATLANTICBB-JOHNSTOWN;US;PA;BERWICK;18603;368;0;shift44-linkout;974_Dupe;53.0;2460517660;41.0602;-76.2461;shift44-linkout - 974_Dupe;PA - BERWICK;2;23;21;Thursday;0 - 6;5;0
T-MOBILE-AS21928;US;GA;ATLANTA;30314;5;0;whatifmedia-linkout;1799;59.0;2889367720;33.7491;-84.3902;whatifmedia-linkout - 1799;GA - ATLANTA;2;23;21;Thursday;0 - 6;5;1
BHN-33363;US;FL;ORLANDO;32803;252;1;shift44-linkout;1166;60.0;1154292031;28.5421;-81.379;shift44-linkout - 1166;FL - ORLANDO;2;23;21;Thursday;0 - 6;11;0
T-MOBILE-AS21928;US;AZ;GLENDALE;85301;1101;1;shift44-linkout;39_Dupe;53.0;2889372811;33.539;-112.1858;shift44-linkout - 39_Dupe;AZ - GLENDALE;2;23;21;Thursday;0 - 6;4;0
USCC-ASN;US;WI;RICHFIELD;53076;44;0;whatifmedia-linkout;1006;60.0;2796901375;43.2561;-88.194;whatifmedia-linkout - 1006;WI - RICHFIELD;2;23;21;Thursday;0 - 6;9;0
CTELCO;US;NH;FITZWILLIAM;3447;5;0;whatifmedia-linkout;1799;50.0;3637795568;42.7805;-72.1454;whatifmedia-linkout - 1799;NH - FITZWILLIAM;2;23;21;Thursday;0 - 6;1;0
T-MOBILE-AS21928;US;MO;SAINT LOUIS;63121;368;0;shift44-linkout;1073_Dupe;53.0;2889591416;38.63;-90.19;shift44-linkout - 1073_Dupe;MO - SAINT LOUIS;2;23;21;Thursday;0 - 6;6;0
COMCAST-7922;US;FL;JACKSONVILLE;32216;sweepstakesalerts;0;launchpotato-linkout;1522;51.0;1231634598;30.3322;-81.6557;launchpotato-linkout - 1522;FL - JACKSONVILLE;2;23;21;Thursday;0 - 6;2;0
CHARTER-20115;US;AL;CHILDERSBURG;35044;323;1;shift44-linkout;1166_Dupe;55.0;597105991;33.2782;-86.355;shift44-linkout - 1166_Dupe;AL - CHILDERSBURG;2;23;21;Thursday;0 - 6;6;0
T-MOBILE-AS21928;US;MA;ROCKLAND;2370;Finderish;1;zeetolinkout-multioffer;Tibrio;59.0;2889379866;42.1307;-70.9162;zeetolinkout-multioffer - Tibrio;MA - ROCKLAND;2;23;21;Thursday;0 - 6;7;0
ASN-CXA-ALL-CCI-22773-RDC;US;AZ;TUCSON;85715;323;1;shift44-linkout;1152_Dupe;50.0;3098801146;32.2217;-110.9265;shift44-linkout - 1152_Dupe;AZ - TUCSON;2;23;21;Thursday;0 - 6;4;1
CHARTER-20115;US;SC;ANDERSON;29626;175;1;shift44-linkout;913;54.0;415540654;34.5069;-82.6506;shift44-linkout - 913;SC - ANDERSON;2;23;21;Thursday;0 - 6;9;0
TWC-11426-CAROLINAS;US;NC;MATTHEWS;28105;368;0;shift44-linkout;1090_Dupe;53.0;1277438984;35.1168;-80.7237;shift44-linkout - 1090_Dupe;NC - MATTHEWS;2;23;21;Thursday;0 - 6;9;0
CELLCO-PART;US;FL;POMPANO BEACH;33068;3;0;whatifmedia-linkout;2027;56.0;2934981080;26.2379;-80.1248;whatifmedia-linkout - 2027;FL - POMPANO BEACH;2;23;21;Thursday;0 - 6;7;0
ATT-INTERNET4;US;FL;PENSACOLA;32507;96;0;shift44-linkout;1166_Dupe;51.0;1745358657;30.4213;-87.2169;shift44-linkout - 1166_Dupe;FL - PENSACOLA;2;23;21;Thursday;0 - 6;11;0
T-MOBILE-AS21928;US;MD;FORT WASHINGTON;20744;20;0;shift44-linkout;710_Dupe;62.0;2889544377;38.7125;-77.0125;shift44-linkout - 710_Dupe;MD - FORT WASHINGTON;2;23;21;Thursday;0 - 6;6;0
COMCAST-7922;US;GA;ATLANTA;30328;252;1;shift44-linkout;1166;59.0;1616308029;33.7491;-84.3902;shift44-linkout - 1166;GA - ATLANTA;2;23;21;Thursday;0 - 6;12;0
ATT-INTERNET4;US;NC;MILLERS CREEK;28651;175;0;shift44-linkout;988_Dupe;56.0;2797886737;36.1893;-81.2376;shift44-linkout - 988_Dupe;NC - MILLERS CREEK;2;23;21;Thursday;0 - 6;7;0
CENTURYLINK-US-LEGACY-QWEST;US;OR;PORTLAND;97233;5;0;whatifmedia-linkout;1799;59.0;1097084849;45.5202;-122.6742;whatifmedia-linkout - 1799;OR - PORTLAND;2;23;21;Thursday;0 - 6;11;0
COMCAST-7922;US;AZ;TUCSON;85741;27;1;whatifmedia-linkout;1837;58.0;1206002598;32.2217;-110.9265;whatifmedia-linkout - 1837;AZ - TUCSON;2;23;21;Thursday;0 - 6;2;0
ASN-CXA-ALL-CCI-22773-RDC;US;AZ;GLENDALE;85306;872;0;shift44-linkout;529_Dupe;53.0;1185965303;33.539;-112.1858;shift44-linkout - 529_Dupe;AZ - GLENDALE;2;23;21;Thursday;0 - 6;12;0
Not routed;Unknown;TN;SELMER;38375;1101;1;shift44-linkout;135_Dupe;60.0;1196979596;35.1701;-88.5924;shift44-linkout - 135_Dupe;TN - SELMER;2;23;21;Thursday;0 - 6;10;0
CLOUDFLARENET;US;NY;RIDGE;11961;5;0;whatifmedia-linkout;1799;59.0;1746679774;40.894;-72.8959;whatifmedia-linkout - 1799;NY - RIDGE;2;23;21;Thursday;0 - 6;6;0
USCC-ASN;US;IA;PLEASANTVILLE;50225;5;0;whatifmedia-linkout;1799;59.0;2796900658;41.3865;-93.2694;whatifmedia-linkout - 1799;IA - PLEASANTVILLE;2;23;21;Thursday;0 - 6;1;0
COMCAST-7922;US;GA;HIRAM;30141;387;0;shift44-linkout;50;54.0;1236820243;33.8757;-84.7622;shift44-linkout - 50;GA - HIRAM;2;23;21;Thursday;0 - 6;4;0
CCINET;US;IL;NOKOMIS;62075;387;0;shift44-linkout;997_Dupe;55.0;3497804300;39.3012;-89.2851;shift44-linkout - 997_Dupe;IL - NOKOMIS;1;23;21;Thursday;0 - 6;3;0
T-MOBILE-AS21928;US;OK;WEATHERFORD;73096;15;1;whatifmedia-linkout;1006;52.0;2889579886;35.5262;-98.7076;whatifmedia-linkout - 1006;OK - WEATHERFORD;1;23;21;Thursday;0 - 6;2;0
T-MOBILE-AS21928;US;AZ;PHOENIX;85040;387;0;shift44-linkout;972;56.0;2889372778;33.4486;-112.0773;shift44-linkout - 972;AZ - PHOENIX;1;23;21;Thursday;0 - 6;10;0
ATT-MOBILITY-LLC-AS20057;US;NY;OLEAN;14760;368;0;shift44-linkout;1090_Dupe;50.0;1800266128;42.0776;-78.4297;shift44-linkout - 1090_Dupe;NY - OLEAN;1;23;21;Thursday;0 - 6;6;0
CELLCO-PART;US;PA;ETTERS;17319;11;1;whatifmedia-linkout;1006;61.0;1270915812;40.1487;-76.8192;whatifmedia-linkout - 1006;PA - ETTERS;1;23;21;Thursday;0 - 6;4;0
ATT-INTERNET4;US;NC;RALEIGH;27611;368;0;shift44-linkout;962_Dupe;53.0;2733561609;35.7804;-78.6391;shift44-linkout - 962_Dupe;NC - RALEIGH;1;23;21;Thursday;0 - 6;3;0
WTECHLINK;US;OR;PENDLETON;97801;1229;0;shift44-linkout;1229;60.0;1219251245;45.6721;-118.7886;shift44-linkout - 1229;OR - PENDLETON;1;23;21;Thursday;0 - 6;5;0
TWC-11426-CAROLINAS;US;NC;CASTLE HAYNE;28429;252;0;shift44-linkout;1166_Dupe;54.0;1102612284;34.3557;-77.9;shift44-linkout - 1166_Dupe;NC - CASTLE HAYNE;1;23;21;Thursday;0 - 6;1;0
TWC-11427-TEXAS;US;MO;BELTON;64012;24;1;whatifmedia-linkout;1786;52.0;1092244570;38.812;-94.5319;whatifmedia-linkout - 1786;MO - BELTON;1;23;21;Thursday;0 - 6;2;0
CABLEONE;US;OK;BARTLESVILLE;74006;5;0;whatifmedia-linkout;1799;63.0;2552595827;36.7473;-95.9808;whatifmedia-linkout - 1799;OK - BARTLESVILLE;1;23;21;Thursday;0 - 6;6;0
TWC-10796-MIDWEST;US;OH;WARREN;44484;368;0;shift44-linkout;1090_Dupe;57.0;2925539507;41.2376;-80.8184;shift44-linkout - 1090_Dupe;OH - WARREN;1;23;21;Thursday;0 - 6;8;0
CELLONE-IP;US;AZ;WINSLOW;86047;96;1;shift44-linkout;841;61.0;3234324745;35.0242;-110.6974;shift44-linkout - 841;AZ - WINSLOW;1;23;21;Thursday;0 - 6;5;0
CLOUDFLARENET;US;NC;RALEIGH;27616;1213;0;shift44-linkout;1213;57.0;1746673892;35.7804;-78.6391;shift44-linkout - 1213;NC - RALEIGH;1;23;21;Thursday;0 - 6;4;0
T-MOBILE-AS21928;US;MD;BALTIMORE;21201;44;1;whatifmedia-linkout;1628;60.0;2889400783;39.2909;-76.6108;whatifmedia-linkout - 1628;MD - BALTIMORE;1;23;21;Thursday;0 - 6;3;0
ATT-INTERNET4;US;AZ;SCOTTSDALE;85251;368;1;shift44-linkout;1090_Dupe;54.0;1803490667;33.5091;-111.8992;shift44-linkout - 1090_Dupe;AZ - SCOTTSDALE;1;23;21;Thursday;0 - 6;2;0
T-MOBILE-AS21928;US;FL;WAUCHULA;33873;368;0;shift44-linkout;1142;57.0;2889375935;27.5473;-81.8115;shift44-linkout - 1142;FL - WAUCHULA;1;23;21;Thursday;0 - 6;1;0
COMCAST-7922;US;IL;LA GRANGE;60525;387;0;shift44-linkout;1217;61.0;1228049396;41.8055;-87.8749;shift44-linkout - 1217;IL - LA GRANGE;1;23;21;Thursday;0 - 6;8;0
UUNET;US;RI;WOONSOCKET;2895;15;0;whatifmedia-linkout;1006;59.0;1815197186;42.0029;-71.5148;whatifmedia-linkout - 1006;RI - WOONSOCKET;1;23;21;Thursday;0 - 6;11;0
MEDIACOM-ENTERPRISE-BUSINESS;US;IA;DES MOINES;50320;252;0;shift44-linkout;1166_Dupe;60.0;2903978295;41.5911;-93.6037;shift44-linkout - 1166_Dupe;IA - DES MOINES;1;23;21;Thursday;0 - 6;7;0
TWC-10796-MIDWEST;US;OH;MOUNT VERNON;43050;593;0;shift44-linkout;350;56.0;3233106071;40.3934;-82.4857;shift44-linkout - 350;OH - MOUNT VERNON;1;23;21;Thursday;0 - 6;1;0
TWC-11426-CAROLINAS;US;SC;COLUMBIA;29210;20;0;shift44-linkout;923;59.0;1277447095;34.0007;-81.0343;shift44-linkout - 923;SC - COLUMBIA;1;23;21;Thursday;0 - 6;3;0
COMCAST-7922;US;MO;INDEPENDENCE;64050;3;0;whatifmedia-linkout;1006;49.0;1236916359;39.0911;-94.4155;whatifmedia-linkout - 1006;MO - INDEPENDENCE;1;23;21;Thursday;0 - 6;2;1
T-MOBILE-AS21928;US;TN;TELFORD;37690;15;1;whatifmedia-linkout;1006;53.0;2889521026;36.249;-82.5451;whatifmedia-linkout - 1006;TN - TELFORD;1;23;21;Thursday;0 - 6;6;0
ATT-INTERNET4;US;OH;WEST JEFFERSON;43162;368;1;shift44-linkout;1090_Dupe;52.0;1672102092;39.9448;-83.2688;shift44-linkout - 1090_Dupe;OH - WEST JEFFERSON;1;23;21;Thursday;0 - 6;8;0
COMCAST-7922;US;GA;LAWRENCEVILLE;30046;593;0;shift44-linkout;787;51.0;1236797185;33.9562;-83.988;shift44-linkout - 787;GA - LAWRENCEVILLE;1;23;21;Thursday;0 - 6;5;0
COMCAST-7922;US;PA;HUNTINGDON;16652;9;1;whatifmedia-linkout;2417;62.0;2923185260;40.4848;-78.0103;whatifmedia-linkout - 2417;PA - HUNTINGDON;1;23;21;Thursday;0 - 6;1;0
T-MOBILE-AS21928;US;PA;TITUSVILLE;16354;368;1;shift44-linkout;1090_Dupe;62.0;2889582710;41.6245;-79.6697;shift44-linkout - 1090_Dupe;PA - TITUSVILLE;1;23;21;Thursday;0 - 6;10;0
T-MOBILE-AS21928;US;NY;SHIRLEY;11967;20;0;shift44-linkout;1166;51.0;2889394053;40.8015;-72.8676;shift44-linkout - 1166;NY - SHIRLEY;1;23;21;Thursday;0 - 6;7;0
CHARTER-20115;US;TN;MC KENZIE;38201;368;0;shift44-linkout;1090;59.0;803360324;36.14;-88.52;shift44-linkout - 1090;TN - MC KENZIE;1;23;21;Thursday;0 - 6;7;0
T-MOBILE-AS21928;US;IL;GALENA;61036;872;1;shift44-linkout;972;58.0;2889486180;42.4167;-90.429;shift44-linkout - 972;IL - GALENA;1;23;21;Thursday;0 - 6;7;0
ASN-CXA-ALL-CCI-22773-RDC;US;AZ;TUCSON;85705;1212;0;shift44-linkout;1212;55.0;1185700325;32.2217;-110.9265;shift44-linkout - 1212;AZ - TUCSON;1;23;21;Thursday;0 - 6;9;0
ASN-CXA-ALL-CCI-22773-RDC;US;NE;OMAHA;68107;9;0;whatifmedia-linkout;2101;50.0;1141724328;41.2587;-95.9379;whatifmedia-linkout - 2101;NE - OMAHA;1;23;21;Thursday;0 - 6;2;0
T-MOBILE-AS21928;US;OK;MCLOUD;74851;11;1;whatifmedia-linkout;1006;49.0;2889528712;35.4359;-97.0914;whatifmedia-linkout - 1006;OK - MCLOUD;1;23;21;Thursday;0 - 6;5;0
FRONTIER-FRTR;US;NC;WHITTIER;28789;20;1;shift44-linkout;450_Dupe;57.0;846160120;35.4351;-83.3602;shift44-linkout - 450_Dupe;NC - WHITTIER;1;23;21;Thursday;0 - 6;1;1
CELLCO-PART;US;IL;RAMSEY;62080;1101;0;shift44-linkout;548;52.0;2934203762;39.1445;-89.1087;shift44-linkout - 548;IL - RAMSEY;1;23;21;Thursday;0 - 6;11;0
COMCAST-7922;US;IL;CHICAGO;60639;368;0;shift44-linkout;964_Dupe;59.0;2923342419;41.8756;-87.6244;shift44-linkout - 964_Dupe;IL - CHICAGO;1;23;21;Thursday;0 - 6;9;0
T-MOBILE-AS21928;US;OH;EUCLID;44132;368;0;shift44-linkout;33_Dupe;59.0;2889514060;41.5931;-81.5268;shift44-linkout - 33_Dupe;OH - EUCLID;1;23;21;Thursday;0 - 6;6;0
ATT-INTERNET4;US;OH;COLUMBUS;43230;5;1;whatifmedia-linkout;1799;61.0;1804500472;39.9623;-83.0007;whatifmedia-linkout - 1799;OH - COLUMBUS;1;23;21;Thursday;0 - 6;8;0
ATT-INTERNET4;US;OK;TULSA;74107;19;1;whatifmedia-linkout;1790;58.0;1825580409;36.1012;-95.9251;whatifmedia-linkout - 1790;OK - TULSA;1;23;21;Thursday;0 - 6;2;0
