AS Description;Country Code;State;City;Postalcode;Coreg Path;Male/Female;Source;Subid;Age;IP Numerized;Latitude (generated);Longitude (generated);Source + Sub Id;State + City;Hour;Day;Week;DOW;Time Category;Month_Dob;SSD Full Qual
UUNET;US;NY;RIVERHEAD;11901;20;0;shift44-linkout;806_Dupe;60.0;1203642451;40.917;-72.662;shift44-linkout - 806_Dupe;NY - RIVERHEAD;6;23;21;Thursday;6 - 12;12;0
ATT-INTERNET4;US;NC;FOREST CITY;28043;44;1;whatifmedia-linkout;1006;50.0;1669126907;35.334;-81.8651;whatifmedia-linkout - 1006;NC - FOREST CITY;6;23;21;Thursday;6 - 12;9;0
TWC-10796-MIDWEST;US;OH;CLEVELAND;44124;175;1;shift44-linkout;988;57.0;1277358340;41.5052;-81.6934;shift44-linkout - 988;OH - CLEVELAND;6;23;21;Thursday;6 - 12;11;0
T-MOBILE-AS21928;US;PA;COATESVILLE;19320;1072;1;shift44-linkout;1072;55.0;2889408338;39.9832;-75.8238;shift44-linkout - 1072;PA - COATESVILLE;6;23;21;Thursday;6 - 12;11;1
CELLCO-PART;US;MO;NOEL;64854;1229;1;shift44-linkout;1229;53.0;2935673408;36.5454;-94.4855;shift44-linkout - 1229;MO - NOEL;6;23;21;Thursday;6 - 12;8;0
FRONTIER-FRTR;US;OH;PIKETON;45661;593;0;shift44-linkout;350;53.0;841715024;39.0681;-83.0143;shift44-linkout - 350;OH - PIKETON;6;23;21;Thursday;6 - 12;3;0
CABLE-NET-1;US;NY;BROOKLYN;11226;368;1;shift44-linkout;1058_Dupe;58.0;1129476334;40.6922;-73.9902;shift44-linkout - 1058_Dupe;NY - BROOKLYN;6;23;21;Thursday;6 - 12;8;0
ASN-CXA-ALL-CCI-22773-RDC;US;NE;OMAHA;68130;368;0;shift44-linkout;1166_Dupe;60.0;1155903368;41.2587;-95.9379;shift44-linkout - 1166_Dupe;NE - OMAHA;6;23;21;Thursday;6 - 12;9;0
TWC-11426-CAROLINAS;US;SC;DILLON;29536;44;0;whatifmedia-linkout;1628;59.0;1195686977;34.4165;-79.3714;whatifmedia-linkout - 1628;SC - DILLON;6;23;21;Thursday;6 - 12;7;0
T-MOBILE-AS21928;US;MO;MARYLAND HEIGHTS;63043;593;1;shift44-linkout;1209_Dupe;55.0;2889591433;38.7131;-90.4298;shift44-linkout - 1209_Dupe;MO - MARYLAND HEIGHTS;6;23;21;Thursday;6 - 12;8;0
ATT-INTERNET4;US;FL;ORLANDO;32805;27;1;whatifmedia-linkout;2175;61.0;217743450;28.5421;-81.379;whatifmedia-linkout - 2175;FL - ORLANDO;6;23;21;Thursday;6 - 12;7;0
VIASAT-SP-BACKBONE;US;AL;PHENIX CITY;36869;1212;0;shift44-linkout;1212;58.0;1265201289;32.471;-85.0008;shift44-linkout - 1212;AL - PHENIX CITY;6;23;21;Thursday;6 - 12;5;0
CTELCO;US;ME;ANSON;4911;1101;0;shift44-linkout;485;52.0;1212245218;44.7984;-69.8892;shift44-linkout - 485;ME - ANSON;6;23;21;Thursday;6 - 12;3;0
COMCAST-7922;US;GA;ATLANTA;30337;593;0;shift44-linkout;787;58.0;1233754405;33.7491;-84.3902;shift44-linkout - 787;GA - ATLANTA;6;23;21;Thursday;6 - 12;6;0
T-MOBILE-AS21928;US;PA;ALLENTOWN;18109;15;0;whatifmedia-linkout;1006;60.0;2889407116;40.6022;-75.4713;whatifmedia-linkout - 1006;PA - ALLENTOWN;6;23;21;Thursday;6 - 12;8;0
ATT-INTERNET4;US;FL;LAKELAND;33810;441;0;shift44-linkout;453;52.0;1803232566;28.0395;-81.9498;shift44-linkout - 453;FL - LAKELAND;6;23;21;Thursday;6 - 12;6;0
T-MOBILE-AS21928;US;SC;FLORENCE;29501;872;1;shift44-linkout;972_Dupe;62.0;2889603089;34.1984;-79.7672;shift44-linkout - 972_Dupe;SC - FLORENCE;6;23;21;Thursday;6 - 12;7;0
COMCAST-7922;US;IL;CHICAGO;60637;368;1;shift44-linkout;813_Dupe;62.0;1227678840;41.8756;-87.6244;shift44-linkout - 813_Dupe;IL - CHICAGO;6;23;21;Thursday;6 - 12;10;0
T-MOBILE-AS21928;US;PA;CRESCENT;15046;387;0;shift44-linkout;1217_Dupe;54.0;2889535343;40.55;-80.24;shift44-linkout - 1217_Dupe;PA - CRESCENT;6;23;21;Thursday;6 - 12;2;0
COMCAST-7922;US;PA;SCRANTON;18504;44;1;whatifmedia-linkout;2455;63.0;1239826738;41.4087;-75.6621;whatifmedia-linkout - 2455;PA - SCRANTON;6;23;21;Thursday;6 - 12;7;0
COMCAST-7922;US;TN;GREENEVILLE;37745;387;0;shift44-linkout;1217;59.0;1232628531;36.1632;-82.831;shift44-linkout - 1217;TN - GREENEVILLE;6;23;21;Thursday;6 - 12;7;0
T-MOBILE-AS21928;US;NC;ELLENBORO;28040;175;0;shift44-linkout;988;59.0;2889546754;35.329;-81.7587;shift44-linkout - 988;NC - ELLENBORO;6;23;21;Thursday;6 - 12;9;0
ATT-INTERNET4;US;GA;DOUGLASVILLE;30134;20;0;shift44-linkout;556;59.0;1817255879;33.7515;-84.7477;shift44-linkout - 556;GA - DOUGLASVILLE;6;23;21;Thursday;6 - 12;8;0
ATT-INTERNET4;US;GA;NEWNAN;30263;15;0;whatifmedia-linkout;1006;58.0;2797877834;33.3807;-84.7997;whatifmedia-linkout - 1006;GA - NEWNAN;6;23;21;Thursday;6 - 12;6;0
CHARTER-20115;US;NC;WAYNESVILLE;28786;872;0;shift44-linkout;529;51.0;415539510;35.4887;-82.9889;shift44-linkout - 529;NC - WAYNESVILLE;6;23;21;Thursday;6 - 12;3;0
ATT-INTERNET4;US;TN;SAVANNAH;38134;FoundCashNow;0;zeetolinkout-multioffer;Digipropz, LLC;55.0;2797771349;35.2248;-88.2492;zeetolinkout-multioffer - Digipropz, LLC;TN - SAVANNAH;6;23;21;Thursday;6 - 12;7;0
TWC-10796-MIDWEST;US;OH;LORAIN;44055;1072;0;shift44-linkout;1072;59.0;1795789078;41.4528;-82.1824;shift44-linkout - 1072;OH - LORAIN;5;23;21;Thursday;0 - 6;1;0
COMCAST-7922;US;FL;JACKSONVILLE;32208;368;1;shift44-linkout;964_Dupe;53.0;1659331860;30.3322;-81.6557;shift44-linkout - 964_Dupe;FL - JACKSONVILLE;5;23;21;Thursday;0 - 6;5;0
UUNET;US;PA;PITTSBURGH;15237;1072;0;shift44-linkout;1072;56.0;1248817270;40.4417;-79.9901;shift44-linkout - 1072;PA - PITTSBURGH;5;23;21;Thursday;0 - 6;7;0
CELLCO-PART;US;SC;GEORGETOWN;29440;20;0;shift44-linkout;806;56.0;2932601343;33.3768;-79.2945;shift44-linkout - 806;SC - GEORGETOWN;5;23;21;Thursday;0 - 6;4;0
COMCAST-7015;US;CT;WATERBURY;6705;20;0;shift44-linkout;450_Dupe;60.0;1233012985;41.5582;-73.0515;shift44-linkout - 450_Dupe;CT - WATERBURY;5;23;21;Thursday;0 - 6;11;0
T-MOBILE-AS21928;US;OK;TULSA;74127;44;1;whatifmedia-linkout;1006;61.0;2889365113;36.1012;-95.9251;whatifmedia-linkout - 1006;OK - TULSA;5;23;21;Thursday;0 - 6;11;0
CELLCO-PART;US;NC;NEW BERN;28560;368;0;shift44-linkout;964_Dupe;61.0;2935424356;35.1085;-77.0441;shift44-linkout - 964_Dupe;NC - NEW BERN;5;23;21;Thursday;0 - 6;6;0
TWC-11351-NORTHEAST;US;NY;ROCHESTER;14617;9;1;whatifmedia-linkout;1006;63.0;1222714479;43.1573;-77.6152;whatifmedia-linkout - 1006;NY - ROCHESTER;5;23;21;Thursday;0 - 6;9;0
CELLCO-PART;US;NH;OSSIPEE;3864;387;0;shift44-linkout;491;60.0;2935111959;43.6854;-71.1167;shift44-linkout - 491;NH - OSSIPEE;5;23;21;Thursday;0 - 6;5;0
CHARTER-20115;US;NC;DALLAS;28034;872;0;shift44-linkout;972;53.0;797423536;35.316;-81.1765;shift44-linkout - 972;NC - DALLAS;5;23;21;Thursday;0 - 6;9;0
FRONTIER-FRTR;US;OH;WATERFORD;45786;96;1;shift44-linkout;269;58.0;847172040;39.5423;-81.6399;shift44-linkout - 269;OH - WATERFORD;5;23;21;Thursday;0 - 6;8;0
COMCAST-7922;US;FL;FORT PIERCE;34951;872;1;shift44-linkout;972_Dupe;61.0;1136600440;27.4467;-80.3256;shift44-linkout - 972_Dupe;FL - FORT PIERCE;5;23;21;Thursday;0 - 6;10;0
CABLE-NET-1;US;NY;BROOKLYN;11234;593;1;shift44-linkout;322;55.0;1247354625;40.6922;-73.9902;shift44-linkout - 322;NY - BROOKLYN;5;23;21;Thursday;0 - 6;3;0
FRONTIER-FRTR;US;FL;WINTER HAVEN;33880;9;0;whatifmedia-linkout;1006;52.0;801942539;28.0222;-81.7329;whatifmedia-linkout - 1006;FL - WINTER HAVEN;5;23;21;Thursday;0 - 6;5;0
COMCAST-7922;US;IL;BOLINGBROOK;60440;593;0;shift44-linkout;1194_Dupe;55.0;2923340995;41.7003;-88.0718;shift44-linkout - 1194_Dupe;IL - BOLINGBROOK;5;23;21;Thursday;0 - 6;11;0
TWC-11426-CAROLINAS;US;SC;LEXINGTON;29073;9;1;whatifmedia-linkout;2417;58.0;1269853834;33.9815;-81.2362;whatifmedia-linkout - 2417;SC - LEXINGTON;5;23;21;Thursday;0 - 6;10;0
TWC-10796-MIDWEST;US;OH;PLYMOUTH;44865;593;0;shift44-linkout;33_Dupe;55.0;1111325465;40.9956;-82.6671;shift44-linkout - 33_Dupe;OH - PLYMOUTH;5;23;21;Thursday;0 - 6;2;0
TWC-10796-MIDWEST;US;OH;GEORGETOWN;45121;323;0;shift44-linkout;1166;50.0;1277373462;38.8645;-83.9041;shift44-linkout - 1166;OH - GEORGETOWN;5;23;21;Thursday;0 - 6;4;0
SKYRUNNER-INC;US;NC;BREVARD;28712;368;0;shift44-linkout;964_Dupe;60.0;3349727245;35.2334;-82.7343;shift44-linkout - 964_Dupe;NC - BREVARD;5;23;21;Thursday;0 - 6;4;0
CHARTER-20115;US;IL;ALTON;62002;368;0;shift44-linkout;1090_Dupe;55.0;596653188;38.8906;-90.1843;shift44-linkout - 1090_Dupe;IL - ALTON;5;23;21;Thursday;0 - 6;8;0
TWC-20001-PACWEST;US;NY;SPRAKERS;12166;368;1;shift44-linkout;1104;50.0;2390852681;42.8915;-74.5135;shift44-linkout - 1104;NY - SPRAKERS;5;23;21;Thursday;0 - 6;4;0
T-MOBILE-AS21928;US;AL;BIRMINGHAM;35214;11;1;whatifmedia-linkout;1766;58.0;2889410034;33.5207;-86.8024;whatifmedia-linkout - 1766;AL - BIRMINGHAM;5;23;21;Thursday;0 - 6;1;0
CELLCO-PART;US;GA;LIZELLA;31052;5;0;whatifmedia-linkout;1799;62.0;2932981778;32.8071;-83.8199;whatifmedia-linkout - 1799;GA - LIZELLA;5;23;21;Thursday;0 - 6;8;0
COMCAST-7922;US;TN;KNOXVILLE;37918;1072;0;shift44-linkout;1072;55.0;1232729226;35.9604;-83.921;shift44-linkout - 1072;TN - KNOXVILLE;5;23;21;Thursday;0 - 6;9;1
COMCAST-7922;US;MD;ABERDEEN;21001;1229;0;shift44-linkout;1229;59.0;1238685224;39.5096;-76.1641;shift44-linkout - 1229;MD - ABERDEEN;5;23;21;Thursday;0 - 6;5;0
CELLCO-PART;US;CT;NEW HAVEN;6513;20;1;shift44-linkout;1169_Dupe;57.0;2934509581;41.3082;-72.9251;shift44-linkout - 1169_Dupe;CT - NEW HAVEN;5;23;21;Thursday;0 - 6;5;0
COMCAST-7922;US;TN;MEMPHIS;38118;368;0;shift44-linkout;1090_Dupe;52.0;2929826701;35.149;-90.0516;shift44-linkout - 1090_Dupe;TN - MEMPHIS;5;23;21;Thursday;0 - 6;12;0
UUNET;US;MD;ABERDEEN;21001;sweepstakesalerts;1;launchpotato-linkout;1002;61.0;1213542562;39.5096;-76.1641;launchpotato-linkout - 1002;MD - ABERDEEN;5;23;21;Thursday;0 - 6;2;0
COMCAST-7922;US;OH;DAYTON;45439;368;0;shift44-linkout;1104;57.0;403349897;39.7589;-84.1916;shift44-linkout - 1104;OH - DAYTON;5;23;21;Thursday;0 - 6;1;0
AMAZON-02;US;IL;PEORIA;61603;44;0;whatifmedia-linkout;1628;58.0;2713500903;40.6939;-89.5891;whatifmedia-linkout - 1628;IL - PEORIA;5;23;21;Thursday;0 - 6;9;0
MEDIACOM-ENTERPRISE-BUSINESS;US;IA;DES MOINES;50315;368;0;shift44-linkout;1090_Dupe;54.0;2904429232;41.5911;-93.6037;shift44-linkout - 1090_Dupe;IA - DES MOINES;5;23;21;Thursday;0 - 6;4;0
TWC-11351-NORTHEAST;US;NY;LIVERPOOL;13088;368;1;shift44-linkout;33_Dupe;52.0;758087490;43.1065;-76.2177;shift44-linkout - 33_Dupe;NY - LIVERPOOL;5;23;21;Thursday;0 - 6;4;0
ASN-CXA-ALL-CCI-22773-RDC;US;AZ;PHOENIX;85006;20;1;shift44-linkout;827_Dupe;52.0;1222592469;33.4486;-112.0773;shift44-linkout - 827_Dupe;AZ - PHOENIX;5;23;21;Thursday;0 - 6;4;0
ATT-INTERNET4;US;NY;RIDGEWOOD;11385;175;0;shift44-linkout;988;62.0;2797999387;40.7081;-73.9142;shift44-linkout - 988;NY - RIDGEWOOD;5;23;21;Thursday;0 - 6;10;0
TWC-10796-MIDWEST;US;OH;MANSFIELD;44907;27;0;whatifmedia-linkout;2312;62.0;1277360780;40.7584;-82.5154;whatifmedia-linkout - 2312;OH - MANSFIELD;5;23;21;Thursday;0 - 6;9;0
COMCAST-7922;US;PA;PHILADELPHIA;19111;96;0;shift44-linkout;Unknown;57.0;2930600300;40.0115;-75.1327;shift44-linkout - Unknown;PA - PHILADELPHIA;5;23;21;Thursday;0 - 6;11;0
CELLCO-PART;US;NC;SHANNON;28386;20;0;shift44-linkout;556;60.0;2932601782;34.8479;-79.137;shift44-linkout - 556;NC - SHANNON;5;23;21;Thursday;0 - 6;6;0
T-MOBILE-AS21928;US;AZ;GLENDALE;85301;96;0;shift44-linkout;Unknown;54.0;2889404818;33.539;-112.1858;shift44-linkout - Unknown;AZ - GLENDALE;5;23;21;Thursday;0 - 6;11;0
T-MOBILE-AS21928;US;MO;FORDLAND;65652;387;1;shift44-linkout;1217;57.0;2889513562;37.1576;-92.9407;shift44-linkout - 1217;MO - FORDLAND;5;23;21;Thursday;0 - 6;4;0
CELLCO-PART;US;PA;PITTSTON;18640;593;0;shift44-linkout;1209_Dupe;54.0;2935575133;41.3259;-75.7894;shift44-linkout - 1209_Dupe;PA - PITTSTON;5;23;21;Thursday;0 - 6;9;0
RCN-AS;US;PA;ALLENTOWN;18102;96;1;shift44-linkout;962;54.0;1081683955;40.6022;-75.4713;shift44-linkout - 962;PA - ALLENTOWN;5;23;21;Thursday;0 - 6;4;0
T-MOBILE-AS21928;US;AZ;PHOENIX;85009;368;0;shift44-linkout;1142_Dupe;50.0;2889404714;33.4486;-112.0773;shift44-linkout - 1142_Dupe;AZ - PHOENIX;5;23;21;Thursday;0 - 6;6;0
CELLCO-PART;US;AZ;TUCSON;85713;368;1;shift44-linkout;226_Dupe;57.0;1272861017;32.2217;-110.9265;shift44-linkout - 226_Dupe;AZ - TUCSON;5;23;21;Thursday;0 - 6;9;0
ATT-INTERNET4;US;TN;KNOXVILLE;37912;1101;0;shift44-linkout;428_Dupe;52.0;1802737948;35.9604;-83.921;shift44-linkout - 428_Dupe;TN - KNOXVILLE;5;23;21;Thursday;0 - 6;7;0
CELLONE-IP;US;AZ;TUBA CITY;86045;872;0;shift44-linkout;972;54.0;3234324795;36.1356;-111.2403;shift44-linkout - 972;AZ - TUBA CITY;4;23;21;Thursday;0 - 6;4;0
T-MOBILE-AS21928;US;GA;NORCROSS;30093;1101;0;shift44-linkout;529_Dupe;62.0;2889604460;33.9412;-84.2135;shift44-linkout - 529_Dupe;GA - NORCROSS;4;23;21;Thursday;0 - 6;6;0
GEMC;US;TN;TRENTON;38382;96;1;shift44-linkout;1166_Dupe;54.0;2555815099;35.9806;-88.9415;shift44-linkout - 1166_Dupe;TN - TRENTON;4;23;21;Thursday;0 - 6;12;0
ATT-INTERNET4;US;OK;KINGSTON;73439;15;0;whatifmedia-linkout;1006;52.0;1802761019;33.9987;-96.7197;whatifmedia-linkout - 1006;OK - KINGSTON;4;23;21;Thursday;0 - 6;11;0
TWC-10796-MIDWEST;US;WI;MILWAUKEE;53219;20;0;shift44-linkout;1169_Dupe;62.0;1092494246;43.0115;-87.9735;shift44-linkout - 1169_Dupe;WI - MILWAUKEE;4;23;21;Thursday;0 - 6;8;0
GOOGLE-FIBER;US;AZ;LITTLEFIELD;86432;27;1;whatifmedia-linkout;2024;63.0;2284072558;36.8872;-113.9297;whatifmedia-linkout - 2024;AZ - LITTLEFIELD;4;23;21;Thursday;0 - 6;6;0
ATT-INTERNET4;US;WI;BARABOO;53913;368;0;shift44-linkout;239;53.0;1821597206;43.4704;-89.7438;shift44-linkout - 239;WI - BARABOO;4;23;21;Thursday;0 - 6;12;0
TWC-11426-CAROLINAS;US;NC;CHARLOTTE;28208;20;1;shift44-linkout;806;55.0;1269834053;35.2271;-80.8431;shift44-linkout - 806;NC - CHARLOTTE;4;23;21;Thursday;0 - 6;12;0
RCN-AS;US;MD;GLEN BURNIE;21060;1229;0;shift44-linkout;1229;54.0;2204808244;39.1626;-76.6251;shift44-linkout - 1229;MD - GLEN BURNIE;4;23;21;Thursday;0 - 6;12;0
CELLCO-PART;US;GA;SNELLVILLE;30039;175;0;shift44-linkout;988_Dupe;58.0;2932025080;33.8573;-84.0199;shift44-linkout - 988_Dupe;GA - SNELLVILLE;4;23;21;Thursday;0 - 6;7;0
T-MOBILE-AS21928;US;OK;OKLAHOMA CITY;73109;1229;1;shift44-linkout;1229;56.0;2889579031;35.473;-97.5171;shift44-linkout - 1229;OK - OKLAHOMA CITY;4;23;21;Thursday;0 - 6;8;0
T-MOBILE-AS21928;US;FL;QUINCY;32351;593;0;shift44-linkout;276;61.0;2889370843;30.5872;-84.5833;shift44-linkout - 276;FL - QUINCY;4;23;21;Thursday;0 - 6;6;0
BHN-33363;US;FL;SEFFNER;33584;5;1;whatifmedia-linkout;1799;52.0;596756786;27.9836;-82.2756;whatifmedia-linkout - 1799;FL - SEFFNER;4;23;21;Thursday;0 - 6;1;0
ATT-INTERNET4;US;OH;RAVENNA;44266;872;1;shift44-linkout;350;55.0;1803236621;41.1576;-81.242;shift44-linkout - 350;OH - RAVENNA;4;23;21;Thursday;0 - 6;2;0
T-MOBILE-AS21928;US;OR;ONTARIO;97914;175;0;shift44-linkout;988;52.0;2889402869;44.0266;-116.9629;shift44-linkout - 988;OR - ONTARIO;4;23;21;Thursday;0 - 6;9;0
ATT-INTERNET4;US;WI;MILWAUKEE;53201;368;0;shift44-linkout;1166_Dupe;59.0;2730983755;43.0115;-87.9735;shift44-linkout - 1166_Dupe;WI - MILWAUKEE;4;23;21;Thursday;0 - 6;12;0
TWC-10796-MIDWEST;US;OH;NEW PHILADELPHIA;44663;368;0;shift44-linkout;39_Dupe;57.0;1195631266;40.4898;-81.4457;shift44-linkout - 39_Dupe;OH - NEW PHILADELPHIA;4;23;21;Thursday;0 - 6;5;0
ASN-CXA-ALL-CCI-22773-RDC;US;AZ;MESA;85204;3;0;whatifmedia-linkout;1799;59.0;1221178495;33.4153;-111.8313;whatifmedia-linkout - 1799;AZ - MESA;4;23;21;Thursday;0 - 6;9;0
ATT-INTERNET4;US;NY;BROOKLYN;11219;1072;1;shift44-linkout;1072;52.0;206192183;40.6922;-73.9902;shift44-linkout - 1072;NY - BROOKLYN;4;23;21;Thursday;0 - 6;2;0
ATT-INTERNET4;US;GA;ATLANTA;30331;20;0;shift44-linkout;556_Dupe;55.0;1827620577;33.7491;-84.3902;shift44-linkout - 556_Dupe;GA - ATLANTA;4;23;21;Thursday;0 - 6;4;1
COMCAST-7922;US;OR;PORTLAND;97266;593;0;shift44-linkout;1209_Dupe;58.0;1206762619;45.5202;-122.6742;shift44-linkout - 1209_Dupe;OR - PORTLAND;4;23;21;Thursday;0 - 6;10;1
CHARTER-20115;US;AL;HORTON;35980;872;0;shift44-linkout;1200;61.0;597143168;34.2009;-86.2969;shift44-linkout - 1200;AL - HORTON;4;23;21;Thursday;0 - 6;4;0
ATT-INTERNET4;US;OH;CINCINNATI;45211;FoundCashNow;0;zeetolinkout-multioffer;Digipropz, LLC;61.0;206237987;39.1015;-84.5125;zeetolinkout-multioffer - Digipropz, LLC;OH - CINCINNATI;4;23;21;Thursday;0 - 6;11;0
CELLCO-PART;US;SC;BEAUFORT;29906;20;0;shift44-linkout;806;50.0;2932604058;32.4316;-80.6698;shift44-linkout - 806;SC - BEAUFORT;4;23;21;Thursday;0 - 6;7;0
CONNECT2FIRST-LLC;US;SC;COLUMBIA;29203;872;1;shift44-linkout;1146;56.0;2928211573;34.0007;-81.0343;shift44-linkout - 1146;SC - COLUMBIA;4;23;21;Thursday;0 - 6;1;0
TWC-10796-MIDWEST;US;WI;PULASKI;54162;44;0;whatifmedia-linkout;1770;62.0;1277645234;44.6722;-88.2426;whatifmedia-linkout - 1770;WI - PULASKI;4;23;21;Thursday;0 - 6;2;0
CELLCO-PART;US;FL;SARASOTA;34234;368;1;shift44-linkout;1090_Dupe;61.0;2933090109;27.3364;-82.5307;shift44-linkout - 1090_Dupe;FL - SARASOTA;4;23;21;Thursday;0 - 6;9;0
T-MOBILE-AS21928;US;NY;STATEN ISLAND;10310;593;0;shift44-linkout;1209;53.0;2889393307;40.6428;-74.0749;shift44-linkout - 1209;NY - STATEN ISLAND;4;23;21;Thursday;0 - 6;9;0
CHARTER-20115;US;NC;HICKORY;28601;593;1;shift44-linkout;1209_Dupe;55.0;797404793;35.7332;-81.3412;shift44-linkout - 1209_Dupe;NC - HICKORY;4;23;21;Thursday;0 - 6;3;1
T-MOBILE-AS21928;US;FL;ORLANDO;32805;872;1;shift44-linkout;350;61.0;2889369745;28.5421;-81.379;shift44-linkout - 350;FL - ORLANDO;4;23;21;Thursday;0 - 6;12;0
TWC-10796-MIDWEST;US;TN;RIPLEY;38063;20;0;shift44-linkout;806;57.0;1250327829;35.7454;-89.5298;shift44-linkout - 806;TN - RIPLEY;4;23;21;Thursday;0 - 6;4;0
BHN-33363;US;FL;CRYSTAL RIVER;34428;368;0;shift44-linkout;1090_Dupe;56.0;1633758377;28.9025;-82.5926;shift44-linkout - 1090_Dupe;FL - CRYSTAL RIVER;3;23;21;Thursday;0 - 6;10;0
ASN-CXA-ALL-CCI-22773-RDC;US;AZ;PEORIA;85345;20;0;shift44-linkout;33_Dupe;57.0;1186775370;33.5766;-112.2398;shift44-linkout - 33_Dupe;AZ - PEORIA;3;23;21;Thursday;0 - 6;1;0
TWC-11426-CAROLINAS;US;NC;DURHAM;27703;27;1;whatifmedia-linkout;1766;49.0;1195485952;35.994;-78.8986;whatifmedia-linkout - 1766;NC - DURHAM;3;23;21;Thursday;0 - 6;2;0
SVEC-1;US;TN;SOUTH PITTSBURG;37380;1072;0;shift44-linkout;1072;57.0;2501159473;35.0123;-85.7058;shift44-linkout - 1072;TN - SOUTH PITTSBURG;3;23;21;Thursday;0 - 6;2;0
ATT-INTERNET4;US;OK;EDMOND;73003;387;0;shift44-linkout;50;51.0;756437678;35.6571;-97.4649;shift44-linkout - 50;OK - EDMOND;3;23;21;Thursday;0 - 6;10;0
ATT-MOBILITY-LLC-AS20057;US;MO;SPRINGFIELD;65802;593;0;shift44-linkout;775_Dupe;58.0;1800261485;37.2153;-93.2983;shift44-linkout - 775_Dupe;MO - SPRINGFIELD;3;23;21;Thursday;0 - 6;2;0
COMCAST-7015;US;NH;MANCHESTER;3103;9;0;whatifmedia-linkout;2413;55.0;1206500319;42.9956;-71.4548;whatifmedia-linkout - 2413;NH - MANCHESTER;3;23;21;Thursday;0 - 6;8;0
T-MOBILE-AS21928;US;IL;MAYWOOD;60153;387;0;shift44-linkout;50;50.0;2889524516;41.8792;-87.8431;shift44-linkout - 50;IL - MAYWOOD;3;23;21;Thursday;0 - 6;8;0
CHARTER-20115;US;MO;O FALLON;63366;368;0;shift44-linkout;1089_Dupe;58.0;1197202570;38.77;-90.78;shift44-linkout - 1089_Dupe;MO - O FALLON;3;23;21;Thursday;0 - 6;4;0
ATT-INTERNET4;US;AZ;MESA;85202;11;1;whatifmedia-linkout;1006;60.0;1803488871;33.4153;-111.8313;whatifmedia-linkout - 1006;AZ - MESA;3;23;21;Thursday;0 - 6;7;0
T-MOBILE-AS21928;US;FL;POMPANO BEACH;33062;9;1;whatifmedia-linkout;1006;55.0;2889516357;26.2379;-80.1248;whatifmedia-linkout - 1006;FL - POMPANO BEACH;3;23;21;Thursday;0 - 6;9;1
CELLCO-PART;US;FL;ASHBURN;32547;sweepstakesalerts;0;launchpotato-linkout;1734;61.0;2932547841;36.6309;-82.65;launchpotato-linkout - 1734;FL - ASHBURN;3;23;21;Thursday;0 - 6;11;0
FRONTIER-FRTR;US;FL;PORT RICHEY;34668;368;0;shift44-linkout;1090_Dupe;57.0;2892185582;28.2717;-82.7195;shift44-linkout - 1090_Dupe;FL - PORT RICHEY;3;23;21;Thursday;0 - 6;6;0
CELLCO-PART;US;TN;TEN MILE;37880;593;0;shift44-linkout;1209;59.0;2933154848;35.6667;-84.6647;shift44-linkout - 1209;TN - TEN MILE;3;23;21;Thursday;0 - 6;2;0
ATT-INTERNET4;US;FL;MIAMI;33157;5;1;whatifmedia-linkout;1799;56.0;1290119088;25.7743;-80.1937;whatifmedia-linkout - 1799;FL - MIAMI;3;23;21;Thursday;0 - 6;5;0
TWC-11351-NORTHEAST;US;NY;SKANEATELES;13152;1072;0;shift44-linkout;1072;51.0;1139943352;42.947;-76.4291;shift44-linkout - 1072;NY - SKANEATELES;3;23;21;Thursday;0 - 6;12;0
ATT-INTERNET4;US;MO;LEBANON;65536;207;0;whatifmedia-linkout;1705;58.0;1821623561;37.6807;-92.6638;whatifmedia-linkout - 1705;MO - LEBANON;3;23;21;Thursday;0 - 6;10;0
CELLCO-PART;US;AZ;PHOENIX;85018;FoundCashNow;1;zeetolinkout-multioffer;Digipropz, LLC;58.0;1273854961;33.4486;-112.0773;zeetolinkout-multioffer - Digipropz, LLC;AZ - PHOENIX;3;23;21;Thursday;0 - 6;12;0
ATT-MOBILITY-LLC-AS20057;US;OK;TALIHINA;74571;20;0;shift44-linkout;501_Dupe;55.0;1800259545;34.7515;-95.048;shift44-linkout - 501_Dupe;OK - TALIHINA;3;23;21;Thursday;0 - 6;3;0
CELLCO-PART;US;GA;CUMMING;30041;5;0;whatifmedia-linkout;1006;49.0;2933362818;34.2073;-84.1402;whatifmedia-linkout - 1006;GA - CUMMING;3;23;21;Thursday;0 - 6;4;0
USCC-ASN;US;OR;CAVE JUNCTION;97523;368;1;shift44-linkout;1090_Dupe;61.0;2796944785;42.1629;-123.6481;shift44-linkout - 1090_Dupe;OR - CAVE JUNCTION;3;23;21;Thursday;0 - 6;8;0
ATT-INTERNET4;US;OH;NEWARK;43055;368;0;shift44-linkout;964;56.0;206192666;40.0581;-82.4013;shift44-linkout - 964;OH - NEWARK;3;23;21;Thursday;0 - 6;10;0
T-MOBILE-AS21928;US;MD;HYATTSVILLE;20783;175;0;shift44-linkout;988;52.0;2889544727;38.9532;-76.9409;shift44-linkout - 988;MD - HYATTSVILLE;3;23;21;Thursday;0 - 6;10;0
T-MOBILE-AS21928;US;AZ;PHOENIX;85007;368;0;shift44-linkout;33;50.0;2889373223;33.4486;-112.0773;shift44-linkout - 33;AZ - PHOENIX;3;23;21;Thursday;0 - 6;9;0
